0,label,predicted_topic,topic_keywords
顶着这张脸，说的这种话，自然没几个美国人能看你顺眼。用的着你一个亚裔教育白人什么才是爱国？要是他们能接受这种教育，还用得着你69岁来脱衣服？顺便说一句，,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
"虽然我不喜欢黑人,但是这个黑人真的没问题的话，那他应该很难过又愤怒吧……",0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
天津的口儿太脏，听大妈吵架耳朵都被强奸了。,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
异性恋歧视同性恋，同性恋歧视双性恋。,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
真的我跟你说我从小在北京长大的外地人，我现在在金盏楼梓庄这边。我滴本人北京人素质差的真的是可以。我长20年对北京的人没有什么好感，可能是天生优越感吧。但是也遇到很多讲情讲理的老爷爷奶奶感觉特喜欢他们而且特别欣慰。理解楼主的委屈，不要跟他们一般见识,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
修女看都没看完，直接回了一句，你说这么多，是不是歧视女性？,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
来来 我是苏老板 怎么事来 你特么那只眼睛看见我骗人了? 背后 黑人有意思 是么? 嗯怂B？,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
中国没有种族歧视。为啥呢？因为种族歧视是行为，而不是观念。中国有过排犹么？屠杀过犹太人么？把非洲人运过来做奴隶过么？把其他地区人骗过去做劳工干到死，有过么？有法律针对人种区分对待么？如果都没有，把中国人就不存在普遍的种族歧视,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
这女人真作孽。,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
黑人从来都不反对种族歧视，他们只是反对自己被歧视,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
听口音感觉是个黑人,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
作为不会回去的山东人表示楼主你说的歧视女性的问题，全国都存在。山东不是最严重的，连严重都算不上。虽然我很反感山东，但是要实事求是。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
倒不是崛起的问题。性格的问题。如果中国人都有黑人那个性格，歧视就抵制的话。NBA早慌了。他们就是看到现在事情没发酵到不可收拾的地步，懒得理中国人,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
握爪！！同山东人，莫名其妙被广东舍友们地域歧视，觉得山东人脏觉得山东话土，而且还时常用粤语交谈，看到我听不懂就嘲笑…委屈…,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
看看美国的黑人德行就明白了，美国够开明了吧，养了上百年的黑人还那德行。纵观世界上所有的肤色，黑人无论素质还是犯罪率都是最低和最差的，最恐怖的是黑人的繁殖率又是最高的，再过几百年，凡是开放黑人进入的，,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
黑人要的不是去除种族歧视，而是不能歧视黑人。简而言之楼主的意思就是黑人双标,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
说到底还是黑人受到的教育不行，要从小都呆在经济发达教育良好的地区，根本没啥肤色的影响，非洲落后的国家地区都已经是恶性循环了，经济不行---没钱投教育---没人才---经济发展不上去---没钱继续投教育，,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
印度真是垃圾民族，公然调戏妇女,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
别喷我，无地域歧视啊。LOL里的，河南人偷大龙,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
东北人不容易啊。这局长临死也要来一波地域黑。无辜躺枪，我东北人招谁惹谁了,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
一个仅仅私下表达不喜欢黑人就被强制出售俱乐部财产的国家，按你的逻辑，这样的国家简直邪恶透顶，怎么又成了你的偶像？你不是自扇耳光？,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
不能再同意了，你能奋斗到今天也非常赞男人，农村还有好多欺负，打压，命令自己家孩子的，那种更是头疼。,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
wto到现在都没承认中国的市场经济地位，国外是没威胁到你的位置讲契约精神，碰到利益冲突了契约精神算什么鬼东西。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
女人看了想打人,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
鬼子不是民族主义，是日本人杀人作恶多，邪恶要下地狱的。中国常说的鬼是佛教内含，日本也有佛教，,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
中国人被外国人歧视，国家新闻联播也愿意承认，中国人民愿意改正。这两年负面新闻也在减少。河南人被歧视就只会找别人的理由。我对河南人也有了一点不好的印象，于是翻了很多帖子，基本都是河南人维护河南的，或者是河南人骂人的？几千年文化底蕴，就是这样展示的吗？,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
井盖？什么是井盖？我在河南长这么大根本没见过井盖,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
从他的日记看，他确实有种族歧视的嫌疑。另外，你的逻辑有个漏洞。爱因斯坦歧视的是中国人这一群体，你文中所说的可能歧视黑人的人是部分国人，他们并不能代表中国人这一群体。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
"不光微博呀，亲,好多社交类软件，你发偏向一方的内容，就会引起两方互撕,女的说，男的骨头软，歧视女性，不把女性当人，默认利益是自己的，骂跪族篮孩，国喃，金针菇之类的,男的说，女的偏激，长得丑没人要，地位都老高了，下水道警告，饭圈母狗，",0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
"女同事：现在是男女平等的时代，企业要给予女人平等的待遇和工作机会，否则就是性别歧视！,我：说的好！来，帮我一起搬一下这桌子。,女同事：你他妈还是不是男人啊！让女生做体力货！",0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
讲道理，黑人在中国就没干过好事，反驳请举例[大笑],0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
这句话让人生气的重点并不是说那个男人像女人一样，从而给那个男人造成什么伤害，而是女人凭什么成了一个能用来羞辱人的贬义词？,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
黑人不值得同情，我们家雇的每一个黑婆 （小时清洁阿姨）都会偷东西，比别人付的多还送给他们水果中午给饭吃。然而并没有什么卵用，根本不认真清扫。好多黑人有手有脚有能力根本不找工作，街边要钱不给就问候你父母。上次去唐人街大拜年还差点被猥亵。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
所以有些地域黑很讨厌啊，谁说看东北人只能看表面的,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
…好恶心，给上海人丢脸[生气],0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
唉，东北人就是贱，怪不得被黑，东北人就该死，活该落后,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
河南杂种丧尽天良坏事做绝必遭天谴！,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
关于支那这个称呼，我在玩游戏的时候就碰见有人骂人的时候就骂:支那猪。我当时看到这个称呼真的很来火。首先，如果你是个外国人，你要是骂我们支那猪，要是你在面前我他妈不打死你？如果你是中国人，那比第一种情况更恶劣了，,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
嫁个好老公就行？女性并不需要依附在男性身上来体现自己，你这样我可能会说你直男癌哦,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
男人不努力，自然女人裤腰带松，媚外的劲儿不过是近代的苦果。现在和血也要吞。但是也要，知耻而后勇啊！,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
所以你们有没有骂那些歧视女性的人？有没有愤怒？那么轮到男性，男人就不该愤怒？就该刚你们整天骂街？,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
因为你这样想当然的喷子太多 导致什么帖子下面都有你这样的 啥事都要扛一杠 待都没待过了解河南不,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
评论那些说女权的是什么恶心东西？？？还有些女的评论三观简直震碎我，你离了男人不行？必须找个男人生儿子才能活下去？？？跟那个男权狗正好是一对吧,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
为什么不可能啊？现在女方提告的是男的企图强奸啊？人现在还在里面快一个月了。,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
骂就骂呗，习惯就好了，本来日本对孩子的（从小就）教育就是这样的“中国人是敌人，中国人是支那（猪），我们大日本帝国迟早要把中国吃掉”，本来就是这个样子的，你非要改变，你能改变的了吗？,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
这警察很负责任吗？如果开枪的时候不小心打中孩子怎么办？就算没打中孩子，毒贩死了，孩子掉地上怎么办？如果孩子真的感染艾滋怎么办？我就不信这个警察没有更好的办法制度黑人大妈,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
现在上海人哪敢明目张胆的歧视外地人，怕被打，打了也不敢回手，不然分分秒秒被抓,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
"@帅气向上的杨先生,@定风波,借楼回复定风波和那个什么杨先生。辩驳我之后设置禁止回复是不敢正面辩驳吗?就这么胆怯吗?可笑!就这点能耐还想报仇?其次，你哪个地方能看到我洗鬼子了?我洗日本百姓不该被无辜报复。",0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
但是跟白人对骂你骂他nigger的时候，他会巨气，有的甚至开始解释自己不是黑人[捂脸] 只要坚定的骂他nigger 他会气疯,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
其实我觉得我问的问题非常简单，任何一个行得正坐得端的忍都可以拍着胸脯说“可以”，就像你、像其他从来没有歧视过湖北人和留学生的人一样，“可以”。就这么一个简单的回答，引发这么长串的对话，我觉得挺好笑的。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
呵呵，我大学拿父母生活费怎么了，不偷不抢的，住宿舍吃食堂有奖学金（当地zf+北大+当地企业+毕业高中）的情况活不下的只能是二等残废，打压高智商外地人在北京生活空间的唯有房价，你活不下去只因为你有和能力不相符的欲望还有死要面子活受罪,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
你爱怎么样怎么样这本身没有毛病，我也不是说大排档有没有坏人，这是氛围啊我的天，真就钢铁直男啊，去环境好点的聊聊天不好吗？,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
是不是这样理解，律师给强奸犯辩护，他认为他的奸淫行为是对的，那女人就该被侮辱，我想不是的，因为他收了钱，就要为强奸犯说话，在这里用道德来衡量法律情怀过于偏激。,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
女生这样被称呼也不少吧，不过剩女这种词，或者老女人这种词深入人心，甚至女性都不觉得是歧视，而会觉得尴尬而已,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
扯淡中国不需要团结黑人，在美黑人根本看不起黄种人。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
中国部分人确实有很强的种族歧视。其实不仅种族歧视，也有强烈的地域性歧视，比如“东北人都是黑社会，每天就是吹牛喝酒干仗装逼”“河南人偷井盖”“安徽人小偷居多”“江西老表都是骗子”“天上九头鸟，地上湖北佬，,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
这就是真的扯淡，你在民主国家，说说种族歧视，宗教歧视，试试呗，说到这些，他们觉得受到冒犯，说到中国人的民族国家信仰，他们哈哈一笑，大谈自由，等自己被病毒打疼了，又觍着脸找人求援，下跪的时候膝盖都不带有褶子的，这就是中国一些崇洋媚外的狗，信奉的洋大人呐！,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
请问精神分析师是什么？其实全国动荡，女性不止在三线城市受歧视啊，一线也一样啊，动荡是全国的~！我就是受害者。,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
你老公好抠门，对女人那么计较钱干嘛。,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
强奸犯还可以说是为了叫女性增强安全意识才犯案得。 不犯罪不一定是道德，但是犯罪一定是不道德，这是一个故意伤害致人死亡的重案有意义吗？,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
可怕，球迷＋男人＝潜在的暴力狂＋潜在的强奸犯,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
咱们没欺负过俄罗斯？唐朝时期，元朝时期，咱们没欺负过他们？最近的一次交锋咱们被欺负了，所以就相当于咱们被一直欺负？ 黑人从与白人接触开始，从来都是被奴役，被歧视的对象，有还过手吗？,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
哈哈，按你这个逻辑就没意思了。其它地方的坏人多数也就吃相难看些。云南呢？不是没去过，说吃相难看的都是良心了。现在爆出来这么个事，我自己肯定不会再去了，我知道旅游大省也不缺我一个游客，管好自己就行了。,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
明显就是不服气呗，很讨厌这个女人,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
一个亚洲人找一个有严重种族歧视暴力倾向的白人，这和找死的区别在哪？,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
中国男人全是弱鸡，中国女人都是婊子就不是种族歧视？,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
你们不是还在为前期一位黑人被强杀，气愤的吗？现在怎么样呢？,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
维吾尔族那么明显的特征人家看出来还不行了？ 无风不起浪。说你偷还是说你抢了？ 一个个都来装什么受伤。小偷全国都有 最凶的非新疆莫属 这个锅 你们还真就背定了！,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
"日本妹子的牙和中国妹子的区别挺大吧！,典型的下图这样的~,【以下内容为转载】,很多日本人的牙齿确实不好看，一般都是门牙都要大一号，一说话一笑，大大的门牙让人感觉特别不舒服，还有些日本人是牙齿排列特别不好，",0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
黑人在中国歧视中国人！网上整天讨论中国人是不是在歧视黑人。哪里？,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
？？？跟女权有什么关系啊。这女的人品问题。中国不是也有很多舅舅对外甥不好的吗？？宁是让女权欺负过吗？成天对着空气打拳,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
你说的才是真的呗，男性说的都是骗人的咯，呵呵,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
这恐怕不止是歧视男性吧？,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
广东人不爱吃那么恶心的玩意儿...,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
叫鬼子不是因为我们歧视他们，而是这个称呼产生的年代，这些人的确做出了“鬼”的行径。烧杀抢掠，还拥有当时中国人并不熟悉的技术。“鬼子”这个名词是来自历史的名词，现代人不会无端叫别人鬼的。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
那你知不知道江西还有人故意冲卡推搡辱骂志愿者然后强行冲卡呢？你说的志愿者冲进人家里打砸我不知道关键词没有找到相关新闻。但是天津的拾荒老人被打你可以先去了解一下前因后果，以及打人者已经被辞退并且行政拘留了,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
想知道自己歧不歧视黑人，就问问自己愿不愿意让女儿嫁黑人吃瓜,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
歧视黑人，不是物种歧视吗[好奇],0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
"“”突破亚裔被歧视的刻板印象，娶到同级别的白人老婆”,大洋马就是比黄脸婆好！干嘛给自己套刻板印象呢？",0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
性别歧视下影响的一代女拳，自以为争取权利，实际上只是更加变相歧视女性。,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
有个问题想请教，你说的意思是黑命贵本质是阶级对立而不是种族对立，那么底层白人和底层黑人应该同一阶级的，同时底层白人的教育权并没有受到如此明显的压制，,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
中国人跟黑人一样，自卑 总认为被歧视，却无视自己所作所为，不从自身找原因，反而骂他人xx婊。科学不是儿戏，不是搞政治的地方。事实证明他们是对的，而中国人过去现在将来，还会继续除了无数个 韩春雨。而你们继续大呼被歧视，可笑可悲,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
终于有人出来说了 四川人的自己一直不懂这么脏的一个词为什么那么流行 四川人确实骂人很溜 但是一般不是深仇大恨不会这样骂mmp的,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
想起来一句话，说全国人民对东北人的印象就是，不是活雷锋就是黑社会,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
小时候在老家看见和听说本地人把外国人揍了的事很多，也没听说本地警察只抓中国人而把老外放了这种事，所以一直以为打架把老外揍了就是很普通的事，跟其他中国人打架没区别，,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
感觉就很恶心 台湾人,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
河南人做好事他们瞎眼，有几个坏蛋那就河南人全是坏蛋,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
自己的判断就是嫁给黑人当王妃？按照你跟上面评论的逻辑，只要是成年人自己做的决定，就可以无脑支持喽？？？尼克杨问号脸？怪不得都说你们是easy girl，不过求你们出去别回来了，我大中华民族不需要黑人的一滴血，追求你们的幸福生活吧,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
欧洲人获得黑奴的途径和中国人获得昆仑奴的途径是一样的。都是通过黑人的部落战争，黑人酋长卖给穆斯林商人，穆斯林商人卖给全世界。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
额，也没人问对你的影响啊，只不过你的观点里“男人是垃圾”这句话里，男人不等于全体男人，但问题是就我一摸一样的地域黑的例子里，基本都认为在说全部的东北人,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
插入是既遂与未遂的区别，不是罪与非罪的区别，就算没插进去，照样可以定强奸罪。违背妇女意志，通常是通过各方行为、当时情境来确定。,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
我一山东人都知道锤子在四川是骂人的话,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
答主是广东的？我在广东很多年！这边重男轻女很严重！基本上女人生不出儿子就可以走了！而且有一代传一代的趋势！女人被歧视！当了婆婆也同样歧视儿媳妇！儿媳妇生了两个三个儿子也会歧视生一个儿子的婆婆！简直属于畸形社会！,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
说实话，不是我歧视台胞，而是每次我突然听到台湾腔总觉得怪怪的…,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
我有点“干哕”gan yue山东话，我有点恶心恶心的意思。,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
"因为没有教化。,黑本罪是没法被承认的。,但是非洲黑人乃至世界黑人最大的问题是教育缺失，家庭教育趋向于恶。,这本质上是法国人和美国人的问题，法国人盘踞非洲近百年，除了抽血，没有对当地进行任何强制性的教育和教化。也许他们主张民主，",0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
对，不歧视男性，只是想杀光而已[赞]查看图片,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
对黑人的暴力执法远多于白人,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
你不懂我的意思，意思是比如你歧视黑人，那么你不会管他是哪的国家的，亚裔受歧视所以不管你是不是中国人在他们眼里都是亚裔，都会歧视你，知道吗。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
"总体来说,贫穷,懒惰,吸毒比例高,犯罪比例高,教育程度低。,确实不如白人。,注意,本人不是种族歧视。,我在美国的时候,百分之90都是跟黑人一起玩,上述说的是事实。,本人英语能力基本靠猜,能简单整几句,其余靠我表弟。",0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
那要是小姐反告男人强奸，这个可以告下来吗,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
那女高管不多自己女领导不好相处这些现状其实是受压迫的啊。。。,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
保释后就把人放了？法官哪来的权利？我们也有取保候审，是不是法官可以直接放人？香港只要不是杀人qj都可以保释，是等候上庭，警察提交完整证据，律政司起诉，法官判决。何况保释就是放？,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
美国亚裔就是费拉不堪，你拉上十几个人进落基山学第一滴血打游击，纵然失败了，白人以后也不敢歧视亚裔了。权利是靠斗争得来的，不是靠忍让得来的。,0,2,"0.027*""女人"" + 0.025*""男人"" + 0.019*""恶心"" + 0.012*""印度"" + 0.007*""印度人"""
[doge]果然反应男性受歧视的答案关注少，关注多的都是女性诉苦的。[捂脸]男性的地位可见一斑，这个现象本身就是男性受到歧视的证明，,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
你这个问题真有意思，我一个大男人都看不下去了。为什么婚姻和爱情都要和出轨扯在一起，想和别人睡觉先分手好不好，不要祸害对方。,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
但黑人确实是艾滋病的源头，这个锅肯定要背，男同确实也加速艾滋病的传播,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
特朗普和他的支持者对非白人的歧视比起白左的来根本不在一个层面上，而且白左一边搞着歧视一边还要被歧视对象觉得被关怀了，说实话，,0,0,"0.057*""黑人"" + 0.046*""歧视"" + 0.026*""中国"" + 0.017*""河南"" + 0.014*""美国"""
美国不是最落后的地方都超过台湾了吗？,0,3,"0.021*""东北"" + 0.017*""上海"" + 0.011*""北京"" + 0.011*""山东"" + 0.010*""恶心"""
性别歧视啊，只有女款没有男款，,0,1,"0.031*""女性"" + 0.018*""男性"" + 0.012*""歧视"" + 0.010*""强奸"" + 0.009*""女生"""
